timestamp,wind speed [m/s],temperature [C],power [kW]
2003-01-01 07:20:00,5.826586,-10.393784,58.784153
2003-01-01 07:30:00,5.680744,-10.409131,34.309727
2003-01-01 07:40:00,5.6181536,-10.439495,17.109127
2003-01-01 07:50:00,5.636262,-10.466288,7.0333114
2003-01-01 08:00:00,5.7323704,-10.49408,1.6491838
2003-01-01 08:10:00,5.8810797,-10.477739,0.1
2003-01-01 08:20:00,6.0847793,-10.4565525,0.1
2003-01-01 08:30:00,6.3230906,-10.440327,0.1
2003-01-01 08:40:00,6.56115,-10.3935585,0.05335951
2003-01-01 08:50:00,6.801324,-10.367172,0.38063717
2003-01-01 09:00:00,7.0004215,-10.3248825,0.47850227
2003-01-01 09:10:00,7.164914,-10.300028,0.38422298
2003-01-01 09:20:00,7.285747,-10.301277,0.22471046
2003-01-01 09:30:00,7.3346357,-10.288262,0.14166546
2003-01-01 09:40:00,7.3257976,-10.28616,0.13286018
2003-01-01 09:50:00,7.2713013,-10.297018,0.1578741
2003-01-01 10:00:00,7.1749163,-10.302803,0.20597649
2003-01-01 10:10:00,7.0651255,-10.323559,0.21612501
2003-01-01 10:20:00,6.941349,-10.32375,0.22453737
2003-01-01 10:30:00,6.8375263,-10.329065,0.2132392
2003-01-01 10:40:00,6.766426,-10.331505,0.19888449
2003-01-01 10:50:00,6.735017,-10.327372,0.19378424
2003-01-01 11:00:00,6.7496443,-10.322958,0.19286394
2003-01-01 11:10:00,6.80856,-10.320263,0.1926899
2003-01-01 11:20:00,6.889238,-10.307625,0.2018652
2003-01-01 11:30:00,6.983055,-10.291519,0.21092224
2003-01-01 11:40:00,7.0799866,-10.283693,0.20642042
2003-01-01 11:50:00,7.1563973,-10.270082,0.20271397
2003-01-01 12:00:00,7.205285,-10.253547,0.19843912
2003-01-01 12:10:00,7.2222843,-10.228235,0.20230103
2003-01-01 12:20:00,7.214055,-10.199468,0.21149111
2003-01-01 12:30:00,7.202835,-10.192295,0.20287466
2003-01-01 12:40:00,7.1870284,-10.187176,0.19725847
2003-01-01 12:50:00,7.173039,-10.178977,0.20138168
2003-01-01 13:00:00,7.174593,-10.177883,0.20206738
2003-01-01 13:10:00,7.1910286,-10.179014,0.20242548
2003-01-01 13:20:00,7.219987,-10.18244,0.19985008
2003-01-01 13:30:00,7.246834,-10.17951,0.20092106
2003-01-01 13:40:00,7.2633333,-10.170958,0.20340252
2003-01-01 13:50:00,7.2585106,-10.1541815,0.20906258
2003-01-01 14:00:00,7.236532,-10.138844,0.20749187
2003-01-01 14:10:00,7.198958,-10.119556,0.20472622
2003-01-01 14:20:00,7.152681,-10.090658,0.20798302
2003-01-01 14:30:00,7.13288,-10.075945,0.19303226
2003-01-01 14:40:00,7.131105,-10.04509,0.19283724
2003-01-01 14:50:00,7.157444,-9.997776,0.20832014
2003-01-01 15:00:00,7.243534,-9.977749,0.19443035
2003-01-01 15:10:00,7.3443336,-9.934002,0.20531511
2003-01-01 15:20:00,7.4766893,-9.91011,0.19569874
2003-01-01 15:30:00,7.5943193,-9.867178,0.21064138
2003-01-01 15:40:00,7.7122445,-9.841074,0.21316671
2003-01-01 15:50:00,7.825474,-9.839067,0.19768286
2003-01-01 16:00:00,7.902258,-9.824581,0.20535278
2003-01-01 16:10:00,7.963443,-9.82152,0.20886803
2003-01-01 16:20:00,8.017965,-9.829948,0.20568943
2003-01-01 16:30:00,8.060295,-9.835245,0.20717907
2003-01-01 16:40:00,8.107739,-9.849892,0.19600916
2003-01-01 16:50:00,8.130934,-9.835068,0.21363974
2003-01-01 17:00:00,8.171516,-9.835242,0.20892572
2003-01-01 17:10:00,8.206535,-9.826204,0.20916462
2003-01-01 17:20:00,8.245083,-9.819932,0.20176315
2003-01-01 17:30:00,8.263176,-9.795377,0.21000147
2003-01-01 17:40:00,8.277827,-9.776743,0.20654488
2003-01-01 17:50:00,8.265028,-9.747996,0.2090416
2003-01-01 18:00:00,8.226617,-9.719442,0.20647287
2003-01-01 18:10:00,8.150585,-9.685293,0.20680666
2003-01-01 18:20:00,8.036217,-9.646905,0.21053123
2003-01-01 18:30:00,7.899419,-9.614357,0.2078104
2003-01-01 18:40:00,7.7520037,-9.58707,0.20027256
2003-01-01 18:50:00,7.6050825,-9.55615,0.19834042
2003-01-01 19:00:00,7.474804,-9.523088,0.19966745
2003-01-01 19:10:00,7.37851,-9.491543,0.19863033
2003-01-01 19:20:00,7.316702,-9.459072,0.19837952
2003-01-01 19:30:00,7.2814636,-9.421871,0.20387173
2003-01-01 19:40:00,7.2740417,-9.39499,0.1987009
2003-01-01 19:50:00,7.2741323,-9.368124,0.19750309
2003-01-01 20:00:00,7.2745967,-9.344246,0.19883442
2003-01-01 20:10:00,7.2715535,-9.324034,0.20236206
2003-01-01 20:20:00,7.268771,-9.311236,0.20288372
2003-01-01 20:30:00,7.2724037,-9.306242,0.19791031
2003-01-01 20:40:00,7.282845,-9.300589,0.19553328
2003-01-01 20:50:00,7.303852,-9.2894,0.20003366
2003-01-01 21:00:00,7.34842,-9.281654,0.19828176
2003-01-01 21:10:00,7.412176,-9.269861,0.2001009
2003-01-01 21:20:00,7.495391,-9.258323,0.20111656
2003-01-01 21:30:00,7.5905647,-9.246906,0.202456
2003-01-01 21:40:00,7.6909294,-9.24077,0.19926596
2003-01-01 21:50:00,7.7746964,-9.22924,0.205791
2003-01-01 22:00:00,7.847904,-9.227471,0.20360184
2003-01-01 22:10:00,7.8978024,-9.22687,0.2036686
2003-01-01 22:20:00,7.929388,-9.231205,0.20187664
2003-01-01 22:30:00,7.946742,-9.238636,0.20003986
2003-01-01 22:40:00,7.9480076,-9.241901,0.20644379
2003-01-01 22:50:00,7.950388,-9.251173,0.20574188
2003-01-01 23:00:00,7.9505234,-9.261926,0.20087719
2003-01-01 23:10:00,7.9385614,-9.264483,0.20149708
2003-01-01 23:20:00,7.9127855,-9.260547,0.20433187
2003-01-01 23:30:00,7.8746624,-9.255357,0.2034092
2003-01-01 23:40:00,7.820347,-9.2490425,0.20192623
2003-01-01 23:50:00,7.745902,-9.240561,0.2055459
2003-01-02 00:00:00,7.6649227,-9.244455,0.199821
2003-01-02 00:10:00,7.567749,-9.24873,0.20346975
2003-01-02 00:20:00,7.473869,-9.270138,0.19598818
2003-01-02 00:30:00,7.37018,-9.288759,0.20141411
2003-01-02 00:40:00,7.2725925,-9.316689,0.20199537
2003-01-02 00:50:00,7.1834984,-9.351366,0.19739294
2003-01-02 01:00:00,7.0976486,-9.382952,0.19705439
2003-01-02 01:10:00,7.018362,-9.409534,0.20101595
2003-01-02 01:20:00,6.956378,-9.440678,0.19639778
2003-01-02 01:30:00,6.906296,-9.46171,0.2006259
2003-01-02 01:40:00,6.879221,-9.484955,0.19888115
2003-01-02 01:50:00,6.8729486,-9.508781,0.19404697
2003-01-02 02:00:00,6.8760242,-9.526771,0.19495583
2003-01-02 02:10:00,6.879078,-9.539961,0.2026043
2003-01-02 02:20:00,6.880924,-9.56451,0.19972515
2003-01-02 02:30:00,6.8650913,-9.588827,0.20227051
2003-01-02 02:40:00,6.833993,-9.624887,0.19677448
2003-01-02 02:50:00,6.780424,-9.660532,0.19608021
2003-01-02 03:00:00,6.7074866,-9.691676,0.20127153
2003-01-02 03:10:00,6.6246996,-9.722492,0.2028246
2003-01-02 03:20:00,6.542566,-9.753692,0.19565296
2003-01-02 03:30:00,6.4595776,-9.768068,0.19652319
2003-01-02 03:40:00,6.390254,-9.774025,0.1966343
2003-01-02 03:50:00,6.3466187,-9.777346,0.19197321
2003-01-02 04:00:00,6.329761,-9.771797,0.195755
2003-01-02 04:10:00,6.3458424,-9.772608,0.19589281
2003-01-02 04:20:00,6.3847713,-9.779596,0.19727564
2003-01-02 04:30:00,6.4357033,-9.798468,0.19441414
2003-01-02 04:40:00,6.478693,-9.817959,0.19850302
2003-01-02 04:50:00,6.509284,-9.840021,0.20224524
2003-01-02 05:00:00,6.5341644,-9.864246,0.20044708
2003-01-02 05:10:00,6.5577545,-9.883629,0.19648647
2003-01-02 05:20:00,6.5933743,-9.891246,0.19493008
2003-01-02 05:30:00,6.6473722,-9.88392,0.19981623
2003-01-02 05:40:00,6.7251434,-9.87473,0.19929981
2003-01-02 05:50:00,6.817356,-9.863512,0.19785738
2003-01-02 06:00:00,6.9055967,-9.851639,0.19880676
2003-01-02 06:10:00,6.977586,-9.842612,0.20097494
2003-01-02 06:20:00,7.021812,-9.836926,0.20491266
2003-01-02 06:30:00,7.044177,-9.845123,0.19812155
2003-01-02 06:40:00,7.036083,-9.845152,0.20331192
2003-01-02 06:50:00,7.018604,-9.850533,0.203022
2003-01-02 07:00:00,6.9999857,-9.857431,0.1998558
2003-01-02 07:10:00,6.983955,-9.858448,0.20103836
2003-01-02 07:20:00,6.9800158,-9.862127,0.19730282
2003-01-02 07:30:00,6.9845433,-9.862815,0.1961689
2003-01-02 07:40:00,6.993416,-9.859013,0.20156717
2003-01-02 07:50:00,7.0117674,-9.864292,0.20061827
2003-01-02 08:00:00,7.029759,-9.871199,0.20355797
2003-01-02 08:10:00,7.0484037,-9.88619,0.20325613
2003-01-02 08:20:00,7.066265,-9.909666,0.1970005
2003-01-02 08:30:00,7.071313,-9.9253435,0.19858932
2003-01-02 08:40:00,7.0631924,-9.930527,0.20559168
2003-01-02 08:50:00,7.0504074,-9.935949,0.2018838
2003-01-02 09:00:00,7.021634,-9.924709,0.20406532
2003-01-02 09:10:00,6.984718,-9.910027,0.19838953
2003-01-02 09:20:00,6.9297085,-9.882406,0.19871235
2003-01-02 09:30:00,6.855833,-9.847314,0.2037878
2003-01-02 09:40:00,6.771924,-9.8179865,0.20313501
2003-01-02 09:50:00,6.6828117,-9.798507,0.19510365
2003-01-02 10:00:00,6.587922,-9.773734,0.19823933
2003-01-02 10:10:00,6.5087404,-9.757579,0.19615984
2003-01-02 10:20:00,6.4555426,-9.746832,0.19131327
2003-01-02 10:30:00,6.4293537,-9.727863,0.19722033
2003-01-02 10:40:00,6.439314,-9.714729,0.19586897
2003-01-02 10:50:00,6.4712105,-9.69614,0.19790983
2003-01-02 11:00:00,6.514073,-9.675697,0.19748878
2003-01-02 11:10:00,6.5481176,-9.649041,0.19862938
2003-01-02 11:20:00,6.561859,-9.618845,0.19717455
2003-01-02 11:30:00,6.546098,-9.581834,0.19654512
2003-01-02 11:40:00,6.494755,-9.534877,0.20085335
2003-01-02 11:50:00,6.4140506,-9.487136,0.200562
2003-01-02 12:00:00,6.3077,-9.44268,0.19338846
2003-01-02 12:10:00,6.1706057,-9.395208,0.19262838
2003-01-02 12:20:00,6.0109434,-9.35033,0.19367361
2003-01-02 12:30:00,5.838907,-9.315262,0.19080162
2003-01-02 12:40:00,5.6644273,-9.281513,0.19154167
2003-01-02 12:50:00,5.503516,-9.246871,0.19189692
2003-01-02 13:00:00,5.374346,-9.206223,0.18801355
2003-01-02 13:10:00,5.2867413,-9.149849,0.18338871
2003-01-02 13:20:00,5.2431726,-9.070589,0.18481255
2003-01-02 13:30:00,5.2418604,-8.971739,0.19003296
2003-01-02 13:40:00,5.276512,-8.870516,0.1887865
2003-01-02 13:50:00,5.3337464,-8.773327,0.1846919
2003-01-02 14:00:00,5.399441,-8.685701,0.18520546
2003-01-02 14:10:00,5.4617643,-8.615868,0.1898632
2003-01-02 14:20:00,5.5163283,-8.572998,0.1880827
2003-01-02 14:30:00,5.557886,-8.552028,0.18537998
2003-01-02 14:40:00,5.584735,-8.5413685,0.19009542
2003-01-02 14:50:00,5.6069036,-8.543061,0.18847227
2003-01-02 15:00:00,5.6278024,-8.545361,0.18857718
2003-01-02 15:10:00,5.6530633,-8.547752,0.18450212
2003-01-02 15:20:00,5.6812096,-8.542651,0.18602562
2003-01-02 15:30:00,5.707205,-8.534331,0.18757057
2003-01-02 15:40:00,5.7217135,-8.523353,0.19151402
2003-01-02 15:50:00,5.716448,-8.514248,0.19435406
2003-01-02 16:00:00,5.6883936,-8.515343,0.18584728
2003-01-02 16:10:00,5.631461,-8.513964,0.18783712
2003-01-02 16:20:00,5.557844,-8.517804,0.18923521
2003-01-02 16:30:00,5.4797535,-8.5292425,0.18681955
2003-01-02 16:40:00,5.4117365,-8.546923,0.18273163
2003-01-02 16:50:00,5.3593454,-8.562687,0.1892538
2003-01-02 17:00:00,5.3371596,-8.592583,0.1813364
2003-01-02 17:10:00,5.3372498,-8.619848,0.18491364
2003-01-02 17:20:00,5.3597465,-8.65337,0.18664646
2003-01-02 17:30:00,5.3971496,-8.692252,0.18911886
2003-01-02 17:40:00,5.4411116,-8.738209,0.19037962
2003-01-02 17:50:00,5.4847775,-8.793961,0.18579865
2003-01-02 18:00:00,5.5156975,-8.847146,0.19187164
2003-01-02 18:10:00,5.5378327,-8.910027,0.18767452
2003-01-02 18:20:00,5.5481606,-8.970135,0.18761492
2003-01-02 18:30:00,5.552289,-9.024157,0.19292736
2003-01-02 18:40:00,5.562414,-9.082294,0.18832588
2003-01-02 18:50:00,5.57667,-9.13385,0.18668175
2003-01-02 19:00:00,5.5892243,-9.174207,0.19398022
2003-01-02 19:10:00,5.5972137,-9.218766,0.1905241
2003-01-02 19:20:00,5.5812035,-9.259998,0.1866808
2003-01-02 19:30:00,5.5260296,-9.292381,0.19240618
2003-01-02 19:40:00,5.424842,-9.325539,0.19692516
2003-01-02 19:50:00,5.2821813,-9.368642,0.19128942
2003-01-02 20:00:00,5.106286,-9.411824,0.1884675
2003-01-02 20:10:00,4.9146423,-9.453235,0.18977785
2003-01-02 20:20:00,4.7361174,-9.498903,0.18498182
2003-01-02 20:30:00,4.5894637,-9.542963,0.17928219
2003-01-02 20:40:00,4.4908285,-9.574129,0.18534184
2003-01-02 20:50:00,4.4501567,-9.61232,0.1807065
2003-01-02 21:00:00,4.458595,-9.643887,0.1850543
2003-01-02 21:10:00,4.5027914,-9.681645,0.1867342
2003-01-02 21:20:00,4.558956,-9.723344,0.19087934
2003-01-02 21:30:00,4.602951,-9.7778015,0.18718052
2003-01-02 21:40:00,4.61274,-9.832804,0.18794584
2003-01-02 21:50:00,4.5796742,-9.884775,0.1939373
2003-01-02 22:00:00,4.5099115,-9.947263,0.18808794
2003-01-02 22:10:00,4.4167337,-10.003639,0.18718433
2003-01-02 22:20:00,4.3202863,-10.058823,0.18641329
2003-01-02 22:30:00,4.2417,-10.117553,0.18127775
2003-01-02 22:40:00,4.187544,-10.167658,0.1856389
2003-01-02 22:50:00,4.1565185,-10.221512,0.18557167
2003-01-02 23:00:00,4.1381607,-10.272951,0.18623257
2003-01-02 23:10:00,4.1150713,-10.315798,0.19038105
2003-01-02 23:20:00,4.077229,-10.355178,0.19106531
2003-01-02 23:30:00,4.0187507,-10.387718,0.19010305
2003-01-02 23:40:00,3.9449053,-10.41908,0.1834259
2003-01-02 23:50:00,3.8663511,-10.434801,0.1887455
2003-01-03 00:00:00,3.8011053,-10.460405,0.1853857
2003-01-03 00:10:00,3.764284,-10.49412,0.18000698
2003-01-03 00:20:00,3.7687747,-10.527982,0.18315792
2003-01-03 00:30:00,3.8206577,-10.57428,0.18349838
2003-01-03 00:40:00,3.9166842,-10.627616,0.18328857
2003-01-03 00:50:00,4.043302,-10.677002,0.18825817
2003-01-03 01:00:00,4.182707,-10.723251,0.19216585
2003-01-03 01:10:00,4.3139915,-10.765567,0.19122028
2003-01-03 01:20:00,4.41879,-10.790831,0.19544315
2003-01-03 01:30:00,4.489272,-10.809692,0.19579792
2003-01-03 01:40:00,4.526808,-10.830858,0.18895483
2003-01-03 01:50:00,4.5377126,-10.843449,0.19020891
2003-01-03 02:00:00,4.534213,-10.862603,0.19029331
2003-01-03 02:10:00,4.5286903,-10.889845,0.19095325
2003-01-03 02:20:00,4.526582,-10.9298,0.18789673
2003-01-03 02:30:00,4.5241575,-10.966196,0.192945
2003-01-03 02:40:00,4.5162325,-11.008463,0.19405222
2003-01-03 02:50:00,4.491111,-11.04994,0.19353104
2003-01-03 03:00:00,4.4441743,-11.090361,0.19066095
2003-01-03 03:10:00,4.3751245,-11.119446,0.19517899
2003-01-03 03:20:00,4.2950544,-11.156103,0.19283915
2003-01-03 03:30:00,4.220613,-11.195539,0.19054985
2003-01-03 03:40:00,4.168822,-11.239567,0.18789625
2003-01-03 03:50:00,4.1480293,-11.286243,0.1841383
2003-01-03 04:00:00,4.1552386,-11.315653,0.188838
2003-01-03 04:10:00,4.179031,-11.325888,0.19256926
2003-01-03 04:20:00,4.1994133,-11.299317,0.1977005
2003-01-03 04:30:00,4.197724,-11.232958,0.19488335
2003-01-03 04:40:00,4.161871,-11.109514,0.19735241
2003-01-03 04:50:00,4.0921392,-10.950629,0.19309759
2003-01-03 05:00:00,4.0004478,-10.775402,0.18688536
2003-01-03 05:10:00,3.9031694,-10.612173,0.17902279
2003-01-03 05:20:00,3.8181536,-10.475459,0.18195915
2003-01-03 05:30:00,3.7587492,-10.396201,0.18376446
2003-01-03 05:40:00,3.728248,-10.375147,0.18385649
2003-01-03 05:50:00,3.7213583,-10.39837,0.1805811
2003-01-03 06:00:00,3.7280571,-10.434182,0.18455172
2003-01-03 06:10:00,3.7358363,-10.4668,0.18995619
2003-01-03 06:20:00,3.733162,-10.489254,0.19020605
2003-01-03 06:30:00,3.7120905,-10.494348,0.18670368
2003-01-03 06:40:00,3.6704738,-10.479475,0.18429184
2003-01-03 06:50:00,3.6116095,-10.448429,0.1839428
2003-01-03 07:00:00,3.5464547,-10.407013,0.18752003
2003-01-03 07:10:00,3.489494,-10.372076,0.18276548
2003-01-03 07:20:00,3.4583375,-10.339096,0.17965221
2003-01-03 07:30:00,3.467706,-10.307957,0.1823945
2003-01-03 07:40:00,3.5259733,-10.297268,0.17865562
2003-01-03 07:50:00,3.633864,-10.298325,0.18251562
2003-01-03 08:00:00,3.7838619,-10.33106,0.17842293
2003-01-03 08:10:00,3.9659474,-10.376791,0.18612146
2003-01-03 08:20:00,4.165566,-10.438635,0.19443226
2003-01-03 08:30:00,4.374325,-10.521586,0.18847609
2003-01-03 08:40:00,4.5778103,-10.584066,0.18870974
2003-01-03 08:50:00,4.764024,-10.61427,0.19254065
2003-01-03 09:00:00,4.9186196,-10.606762,0.1960063
2003-01-03 09:10:00,5.0269322,-10.568594,0.1949048
2003-01-03 09:20:00,5.0708346,-10.501116,0.19949389
2003-01-03 09:30:00,5.0451655,-10.440183,0.19513702
2003-01-03 09:40:00,4.94471,-10.394327,0.19627523
2003-01-03 09:50:00,4.781559,-10.39698,0.1882577
2003-01-03 10:00:00,4.5709662,-10.442863,0.18826056
2003-01-03 10:10:00,4.338912,-10.549467,0.182158
2003-01-03 10:20:00,4.108048,-10.692371,0.18761683
2003-01-03 10:30:00,3.8980684,-10.875351,0.18413067
2003-01-03 10:40:00,3.7180018,-11.054995,0.18827677
2003-01-03 10:50:00,3.5703838,-11.20789,0.19130182
2003-01-03 11:00:00,3.4519472,-11.306477,0.18805361
2003-01-03 11:10:00,3.3573291,-11.315866,0.19037533
2003-01-03 11:20:00,3.2802632,-11.243727,0.18791056
2003-01-03 11:30:00,3.2175684,-11.095147,0.18937159
2003-01-03 11:40:00,3.1652708,-10.918039,0.18194342
2003-01-03 11:50:00,3.1236339,-10.731033,0.18457937
2003-01-03 12:00:00,3.0899549,-10.594427,0.17805576
2003-01-03 12:10:00,3.0645165,-10.514893,0.17883873
2003-01-03 12:20:00,3.0481353,-10.5205145,0.17963266
2003-01-03 12:30:00,3.0411992,-10.612244,0.17770815
2003-01-03 12:40:00,3.0478566,-10.77096,0.18190861
2003-01-03 12:50:00,3.0689025,-10.987098,0.1804595
2003-01-03 13:00:00,3.1059575,-11.214405,0.18643951
2003-01-03 13:10:00,3.1555202,-11.431549,0.18748665
2003-01-03 13:20:00,3.213898,-11.599363,0.19238329
2003-01-03 13:30:00,3.2738843,-11.708183,0.19123888
2003-01-03 13:40:00,3.3311849,-11.749174,0.18997145
2003-01-03 13:50:00,3.3831196,-11.731459,0.18940592
2003-01-03 14:00:00,3.4297807,-11.676655,0.18941641
2003-01-03 14:10:00,3.4736245,-11.610584,0.18713951
2003-01-03 14:20:00,3.5179753,-11.542181,0.18772888
2003-01-03 14:30:00,3.56528,-11.482234,0.18846798
2003-01-03 14:40:00,3.6171973,-11.433556,0.18804836
2003-01-03 14:50:00,3.6754284,-11.393286,0.18886232
2003-01-03 15:00:00,3.7431126,-11.369105,0.18901491
2003-01-03 15:10:00,3.8250425,-11.370096,0.18830585
2003-01-03 15:20:00,3.9279497,-11.40864,0.18775892
2003-01-03 15:30:00,4.0574646,-11.489466,0.18885756
2003-01-03 15:40:00,4.216758,-11.619551,0.18643665
2003-01-03 15:50:00,4.400419,-11.767617,0.19291258
2003-01-03 16:00:00,4.6002836,-11.927719,0.19586563
2003-01-03 16:10:00,4.799499,-12.069094,0.19994164
2003-01-03 16:20:00,4.981031,-12.175224,0.2046647
2003-01-03 16:30:00,5.130288,-12.244036,0.20518923
2003-01-03 16:40:00,5.238199,-12.277958,0.2025075
2003-01-03 16:50:00,5.301916,-12.276413,0.20318317
2003-01-03 17:00:00,5.328521,-12.259661,0.19967699
2003-01-03 17:10:00,5.3232765,-12.220205,0.20266867
2003-01-03 17:20:00,5.29893,-12.177948,0.20032835
2003-01-03 17:30:00,5.2594457,-12.122555,0.2011509
2003-01-03 17:40:00,5.2098784,-12.062548,0.1994667
2003-01-03 17:50:00,5.151842,-11.993748,0.19966555
2003-01-03 18:00:00,5.0890093,-11.923516,0.19865274
2003-01-03 18:10:00,5.0242586,-11.850984,0.19765186
2003-01-03 18:20:00,4.962382,-11.778414,0.19580221
2003-01-03 18:30:00,4.904907,-11.700947,0.19779396
2003-01-03 18:40:00,4.854508,-11.630011,0.19626522
2003-01-03 18:50:00,4.8092704,-11.565841,0.19626045
2003-01-03 19:00:00,4.769307,-11.525379,0.19223213
2003-01-03 19:10:00,4.7330775,-11.506825,0.19407749
2003-01-03 19:20:00,4.704212,-11.528284,0.19170713
2003-01-03 19:30:00,4.683958,-11.578253,0.19334602
2003-01-03 19:40:00,4.67524,-11.649874,0.19571495
2003-01-03 19:50:00,4.679598,-11.730392,0.19767475
2003-01-03 20:00:00,4.6965365,-11.811168,0.19452667
2003-01-03 20:10:00,4.7215586,-11.8678875,0.19796562
2003-01-03 20:20:00,4.753334,-11.912348,0.19587946
2003-01-03 20:30:00,4.785369,-11.935879,0.1970272
2003-01-03 20:40:00,4.812009,-11.947144,0.19815445
2003-01-03 20:50:00,4.8264065,-11.950836,0.19865656
2003-01-03 21:00:00,4.8228383,-11.948637,0.19790697
2003-01-03 21:10:00,4.798121,-11.93406,0.19965887
2003-01-03 21:20:00,4.756625,-11.914802,0.196774
2003-01-03 21:30:00,4.7048583,-11.882221,0.19680595
2003-01-03 21:40:00,4.65606,-11.846771,0.1949215
2003-01-03 21:50:00,4.6197443,-11.809221,0.1947918
2003-01-03 22:00:00,4.6037436,-11.782284,0.19227743
2003-01-03 22:10:00,4.6072726,-11.761232,0.19425201
2003-01-03 22:20:00,4.626617,-11.755056,0.19415712
2003-01-03 22:30:00,4.6527433,-11.754995,0.19636345
2003-01-03 22:40:00,4.678196,-11.763504,0.19513512
2003-01-03 22:50:00,4.695471,-11.765843,0.19885588
2003-01-03 23:00:00,4.7034,-11.772532,0.1967268
2003-01-03 23:10:00,4.700555,-11.773785,0.19573736
2003-01-03 23:20:00,4.688393,-11.770691,0.19552469
2003-01-03 23:30:00,4.6689034,-11.763524,0.19722986
2003-01-03 23:40:00,4.6455035,-11.763247,0.19396591
2003-01-03 23:50:00,4.6194887,-11.760561,0.19420528
2003-01-04 00:00:00,4.5938997,-11.758814,0.19577074
2003-01-04 00:10:00,4.5721154,-11.761525,0.19471264
2003-01-04 00:20:00,4.5554523,-11.76075,0.19537258
2003-01-04 00:30:00,4.5449195,-11.754295,0.19670439
2003-01-04 00:40:00,4.540202,-11.748227,0.19182825
2003-01-04 00:50:00,4.5346613,-11.7240925,0.19451523
2003-01-04 01:00:00,4.5213313,-11.694239,0.19571543
2003-01-04 01:10:00,4.4880958,-11.661548,0.19563484
2003-01-04 01:20:00,4.4202743,-11.631191,0.19451952
2003-01-04 01:30:00,4.303419,-11.604256,0.19534302
2003-01-04 01:40:00,4.1284533,-11.58751,0.19580078
2003-01-04 01:50:00,3.895678,-11.587112,0.19250536
2003-01-04 02:00:00,3.6154683,-11.593175,0.1924367
2003-01-04 02:10:00,3.3075557,-11.613515,0.18702793
2003-01-04 02:20:00,3.0025327,-11.634241,0.1846652
2003-01-04 02:30:00,2.7247305,-11.6570835,0.18127537
2003-01-04 02:40:00,2.4974518,-11.674356,0.18087053
2003-01-04 02:50:00,2.333124,-11.688818,0.17992067
2003-01-04 03:00:00,2.2406244,-11.696019,0.181571
2003-01-04 03:10:00,2.2188585,-11.704706,0.17931652
2003-01-04 03:20:00,2.2674472,-11.707125,0.18148613
2003-01-04 03:30:00,2.3775678,-11.715364,0.18132305
2003-01-04 03:40:00,2.5366807,-11.732535,0.18015099
2003-01-04 03:50:00,2.7289166,-11.755241,0.18335915
2003-01-04 04:00:00,2.9323757,-11.787915,0.18829775
2003-01-04 04:10:00,3.1256466,-11.835926,0.18907022
